仓库名称,仓库概述,仓库地址
astator/astator,使用c#作为脚本的安卓自动化软件,https://gitee.com/astator/astator.git
anolis/libxudp,ExpressUDP是基于XDPSocket实现的UDP通信软件库.,https://gitee.com/anolis/libxudp.git
anolis/cloud-kernel,"CloudKernel是龙蜥操作系统(AnolisOS)内核，目前已经达到300多万部署规模.它基于Linux社区主线稳定版.致力于打造更稳定,更可靠,更安全,特性更丰富,性能更优化的Linux系统内核.为AnolisOS以及下游生态合作OS发行版提供坚实的内核支持,更好的支撑和扩展上层业务应用.",https://gitee.com/anolis/cloud-kernel.git
anolis/sysom,致力于打造一个集主机管理、配置部署、监控报警、异常诊断、安全审计等一系列功能的自动化运维平台。探索创新的sysAK、ossre诊断工具及高效的LCC（LibbpfCompilerCollection）开发编译平台和netinfo网络抖动问题监控系统等，实现系统问题的快速上报、分析与解决，提升集群的全自动运维效率，构建大规模集群运维生态链。,https://gitee.com/anolis/sysom.git
anolis/keentuned,KeenTune是一款AI算法与专家知识库双轮驱动的操作系统全栈式智能优化产品，为主流的操作系统提供轻量化、跨平台的一键式性能调优，让应用在智能定制的运行环境发挥最优性能。,https://gitee.com/anolis/keentuned.git
李佳航/orion-ops,"一站式自动化运维及自动化部署平台,使用多环境的概念,提供了机器管理、机器监控报警、Web终端、WebSftp、机器批量执行、机器批量上传、在线查看日志、定时调度任务、应用环境维护、应用构建及发布任务、操作流水线等功能,帮助企业实现一站式轻量化运维治理,致力于企业级应用的智能运维。",https://gitee.com/lijiahangmax/orion-ops.git
在鹿山/LZHIT-RN,在鹿山是一项基于跨平台框架ReactNative开发的软件，亦是一项开源项目。你可以通多这一套代码一次开发部署到iOS和Android两个系统平台,https://gitee.com/inlushan/LZHIT-RN.git
江夏尧/Mock,Mockjsesm修改版，包括修改Mockjs源代码，但是没有更改原始API,https://gitee.com/dongzhongzhidong/Mock.git
武松/GoFound,GoFound是一个golang实现的全文检索引擎基于平衡二叉树+正排索引、倒排索引实现可支持亿级数据，毫秒级查询。使用简单，使用http接口，任何系统都可以使用。,https://gitee.com/tompeppa/gofound.git
Flamego/flamego,Flamego是一款简洁的、极易扩展且模块化的GoWeb框架,https://gitee.com/flamego/flamego.git
Neil-鹏/wechat-rs,微信公众号、开放平台、小程序、小商店、微信支付接口，采用Rust语言的对接实现接口对接的sdk，方便使用Rust语言进行微信开发的同学开箱即用。,https://gitee.com/shaipe/wechat-rs.git
咬轮猫/vue-webtopo-svgeditor,基于vue3实现的svg可视化web组态编辑器，可无需修改代码动态添加svg组件，主要用于物联网mqtt实时系统图,https://gitee.com/yaolunmao/vue-webtopo-svgeditor.git
Forairaaaaa/Peak-T2,基于ESP32的2.0英寸触摸屏小终端,https://gitee.com/forairaaaaa/peak-t2.git
Mandy/图鸟UI-uniapp,图鸟UI，基于uni-app进行开发，提供丰富的组件进行快速开发，已经支持H5和微信小程序，包含常用表单组件、信息展示组件等，并提供丰富的酷炫页面模板。,https://gitee.com/bruce_qiq/tuniao-ui.git
Open-SkyEye/open-skyeye,一个可建模的嵌入式芯片仿真平台。,https://gitee.com/open-skyeye/code.git
小青青/visual-ssh,这是一个可视化的ssh工具，将指令封装了一下变成了窗口,https://gitee.com/ivenWang/visual-ssh.git
colaiven/cola-designer,基于vue2.0，拖拽式网站设计器、大屏设计器,https://gitee.com/colaiven/cola-designer.git
中和开源/flink-admin,基于FlinkRestAPI二开的Web控制台，支持作业管理、一键Savepoint及恢复，可视化实时数据同步功能（Binlog），多集群管理，开箱即用！！！,https://gitee.com/chongho/flink-admin.git
OpenCLA/OpenCLA,OpenCLA为开源项目提供贡献者协议签署服务,https://gitee.com/opencla/opencla.git
Shiotsuki/vis-three,Aweb3Ddevelopmentframeworkforassembledbasedonthree.js,https://gitee.com/Shiotsukikaedesari/vis-three.git
流之云/Fkreport,方块报表，基于PHP开发为大数据未来提供可视化，专业化支撑！PHP低代码开发平台、Gadmin企业级开发平台，流之云科技,https://gitee.com/ntdgg/Fkreport.git
gngpp/vdns,vdns支持多云平台DNS解析，支持TerminalCLI方式修改DNS记录，同时以服务形式提供DDNS支持。,https://gitee.com/gngpp/vdns.git
varlet/varlet-ui-vue2,Varlet-vue2是一个基于Vue2开发的Material风格移动端组件库，全面拥抱Vue2生态，由社区建立起来的组件库团队进行维护,https://gitee.com/varlet/varlet-ui-vue2.git
Cocotais Team/Waddle,基于Boxy2.0开发的CoCo自定义控件图形化编辑器,https://gitee.com/cocotais/waddle.git
巴拉迪维/ohUrlShortener,适合中小型社区网站使用的企业级短链接服务系统，支持短链接生产、查询及302转向，并自带点击量统计、独立IP数统计、访问日志,https://gitee.com/barat/ohurlshortener.git
peng-zhihui/ElectronBot,本项目是一个桌面级小机器工具人，外观设计的灵感来源是WALL-E里面的EVE~机器人具备USB通信显示画面功能，具备6个自由度（手部roll、pitch，颈部，腰部各一个），使用自己修改的特制舵机支持关节角度回传,https://gitee.com/peng_zhihui/ElectronBot.git
CV_Lab/YOLOv5-RT-TFJS,🚀基于TensorFlow.js的YOLOv5实时目标检测项目。支持自定义模型，轻量安装、使用方便、可移植性强。,https://gitee.com/CV_Lab/yolov5_rt_tfjs.git
vChewing/vChewing-macOS,威注音输入法macOS版，搭配特制的简体中文与繁体中文专用辞库。是纯粹的简体中文注音输入法（也内赠原生繁体中文输入模式），更具诸多威注音特色功能。威注音及其专用官方词库均不包含任何在法理上无法传播的内容。,https://gitee.com/vChewing/vChewing-macOS.git
yizhangss/liblcg,AC++libraryofthelinearconjugategradientalgorithms,https://gitee.com/yizhangss/liblcg.git
zhangda/violinhelper,Flutter小提琴调音器APP，辅助小提琴爱好者调弦与练习音阶。,https://gitee.com/palhotel/violinhelper.git
furtherBank/json-schemaeditor-antd,"一个使用antd写的基于json-schema的json编辑器。目前还在高速开发迭代中……",https://gitee.com/furtherbank/json-schemaeditor-antd.git
青木/fdbd,数据库快速设计工具，支持可视化数据关系、数据库版本管理等功能。,https://gitee.com/qingmus/fdbd.git
aqu415/jsmindmulti,jsmind思维导图多人协作版，可本地部署、可扩展开发！,https://gitee.com/aqu415/jsmindmulti.git
BookOS/nxos,NXOS（NextXBookOS），thekernelofBookOSandGuEeOSorotherOS.,https://gitee.com/BookOS/nxos.git
meetqy/acss-dnd,acss-dnd(atomiccssdraganddrop)是一款基于atomiccss特性，开发的web拖拽式网页编辑器。,https://gitee.com/meetqy/acss-dnd.git
DataLinkDC/Dinky,Dinky是一个基于ApacheFlink的实时数据开发平台，实现了敏捷的数据开发、部署和运维。,https://gitee.com/DataLinkDC/Dinky.git
京东零售/JLog,来自京东App秒级百G级日志搜集、传输、存储解决方案,https://gitee.com/jd-platform-opensource/jlog.git
noear/esearchx,noear::ElasticsearchORM框架（基于lamabda表达式，构建类似sql的体验）,https://gitee.com/noear/esearchx.git
CV_Lab/FaceLabeling,🚀基于YOLOv5的智能人脸数据标注工具。实现人脸数据标注自动化，可自定义人脸检测模型、可导出多种格式标签，包括PASCALVOCXML、MSCOCOJSON、YOLOTXT。,https://gitee.com/CV_Lab/face-labeling.git
渔民小镇/ioGame,无锁异步化、事件驱动架构设计的javanetty网络编程框架；轻量级，无需依赖任何第三方中间件或数据库就能支持集群、分布式；适用于网络游戏服务器、物联网、内部系统及各种需要长连接的场景；通过ioGame你可以很容易的搭建出一个集群无中心节点、集群自动化、分布式的网络服务器；FXGL、Unity、UE、CocosCreator、Godot、Netty、Protobuf、webSoc,https://gitee.com/iohao/ioGame.git
Lee Lup Yuen 李立源/nuttx,"ApacheNuttXOSasfeaturedin""TheRISC-VBL602Book""",https://gitee.com/lupyuen/nuttx.git
小螺旋丸/mycat-encrypt-server,基于mycat改造的数据库代理透明加密中间件，支持所有mycat已有的功能，在原来的代码基础上做了优化，修复了mycat存在的一些bug，支持mysql8；添加了透明加解密功能模块，可对数据库进行列级别的加密存储，对应用无感知，无需修改业务代码。,https://gitee.com/zrxjava/mycat-encrypt-server.git
新亮/go-gin-api,基于Gin进行模块化设计的API框架，封装了常用功能，使用简单，致力于进行快速的业务研发。比如，支持cors跨域、jwt签名验证、zap日志收集、panic异常捕获、trace链路追踪、prometheus监控指标、swagger文档生成、viper配置文件解析、gorm数据库组件、graphql查询语言、errno统一定义错误码、gRPC的使用等等。,https://gitee.com/xinliangnote/go-gin-api.git
wangpeng25/哔哩哔哩小电视,"哔哩哔哩小电视采用esp32作为主控，lvgl8.0界面设计，基于idf4.3开发支持smartconfig或微信airkiss配网，网络连接显示网络获取时间天气显示温湿度采集粉丝数显示mqtt温湿度上传",https://gitee.com/wangpeng25/the-little-bili-tv.git
varlet/varlet-ui,Varlet是一个基于Vue3开发的Material风格移动端组件库，全面拥抱Vue3生态，由varletjs社区团队进行开发和维护,https://gitee.com/varlet/varlet-ui.git
觉皇嵌入式/QtSerialPortPlotter,Qt实现的串口示波器,https://gitee.com/jhembedded/QtSerialPortPlotter.git
林博珩/Simple3DEditor,一个有基础功能的3D编辑器，使用C++编写，图形基于OpenGL,https://gitee.com/lin-boheng/simple3-deditor.git
anolis/plugsched,plugsched是Linux内核调度器子系统热升级的SDK，它可以实现在不重启系统、应用的情况下动态替换调度器子系统，毫秒级downtime。plugsched可以对生产环境中的内核调度特性动态的进行增、删、改，以满足不同场景或应用的需求，且支持回滚。,https://gitee.com/anolis/plugsched.git
Apache HertzBeat/hertzbeat,ApacheHertzBeat(Incubating)是开源实时监控系统，无需Agent，性能集群，兼容Prometheus，自定义监控和状态页构建能力。支持对应用服务，应用程序，数据库，缓存，操作系统，大数据，中间件，Web服务器，云原生，网络，自定义等监控阈值告警通知一步到位(邮件微信钉钉飞书短信DiscordTelegarmSlackWebhook),https://gitee.com/hertzbeat/hertzbeat.git
7thtool/mytrader,支持实盘/仿真/回测的股票期货金融软件+支持C/C++/Python/Excel/VBA/麦语言的量化分析交易平台；采用内存DB+多线程/多进程无锁化技术+全市场实时数据推送+K线图表分析+算法引擎+插件化设计支持全面定制和单机/客户端/服务器/托管部署运行。,https://gitee.com/7thTool/mytrader.git
WeBank/Qualitis,"Qualitis是一个支持多种异构数据源的质量校验、通知、管理服务的数据质量管理平台，用于解决业务系统运行、数据中心建设及数据治理过程中的各种数据质量问题。Qualitis基于SpringBoot，依赖于Linkis进行数据计算，提供数据质量模型构建，数据质量模型执行，数据质量任务管理，异常数据发现保存以及数据质量报表生成等功能。并提供了金融级数据质量模型资源隔离，资源管控，权限隔离等企业特性，具备高并发，高性能，高可用的大数据质量管理能力。",https://gitee.com/WeBank/Qualitis.git
fu1fan/eInkUI,重构eink-clock-mP，提高运行效率和代码规范。,https://gitee.com/fu1fan/e-ink-ui.git
高厉害/Mirai-js,运行在Node.js、浏览器下，基于mirai-api-http的QQ机器人开发框架。,https://gitee.com/devgaolihai/Mirai-js.git
eLab/eventos,嵌入式开发框架，事件驱动，超级轻量。最低占用ROM1.5KB，RAM172字节。核心技术是事件总线，支持Reactor和状态机两种模式，协作式内核，极度可靠。可深度裁剪，移植方便。,https://gitee.com/event-os/eventos.git
meystack/layui-form-design,🔥🔥🔥基于layuiSortable拖拽组件完成的表单设计器，其中包含layui表单自有的大部分组件，包含第三方级联选择器、tags标签，在布局方面支持TAB选项卡，GRID栅格布局，代码通俗易懂，开箱即用,https://gitee.com/meystack/layui-form-design.git
birdLark/LarkMidTable,LarkMidTable是一站式开源的数据中台，实现中台的基础建设，数据治理，数据开发，监控告警，数据服务，数据的可视化，实现高效赋能数据前台并提供数据服务的产品。,https://gitee.com/LarkMidTable/LarkMidTable.git
轩陌/v-form,🎉(Vue2)基于Vant-UI进行二次封装动态生成表单，也可完全自定义控件，通过JSON的形式配置，内部集成繁琐的校验规则，可扩展的校验,https://gitee.com/D-xuanmo/v-form.git
MegaLab/mega-ide,MegaIDE是一款基于Kubernetes的云IDE集中管理工具，支持管理VSCode、JupyterLab、Projector等云端IDE,https://gitee.com/mega-lab/mega-ide.git
peridyno/peridyno,Thisisamirroroftheopensourceprojectinhttps://github.com/peridyno/peridyno,https://gitee.com/peridyno/peridyno.git
云智慧/CW-Zabbix,CW-Zabbix是一个Zabbix的二次开发项目，它目前基于Zabbix5.0.4版本，使得Zabbix支持向Clickhouse写入指标数据。,https://gitee.com/CloudWise/CW-Zabbix.git
SurveyKing/SurveyKing,功能最强大&搭建最简单&界面更美观的在线考试/调查问卷/公开查询/题库刷题/360度评估/投票系统，支持一键部署。🔥🔥🔥🔥🔥,https://gitee.com/surveyking/surveyking.git
陈钇蒙/svnWebUI,"svn服务端web图形化管理系统,搭建svn服务器的神器.",https://gitee.com/cym1102/svnWebUI.git
孙震宇/iVerilogAssistant,著名仿真软件iVerilog的小助手~目前小助手已经更新到2022版本，该版本优化了糟糕的操作逻辑，修复了一些史前遗留的Bug，祝大家玩的开心。,https://gitee.com/sunzhenyu59/i-verilog-assistant.git
江月/wica,智慧操控：基于uiautomator2模块的电脑操控手机的功能的实现,https://gitee.com/hhhmoonhhh/wica.git
OceanBase/oblogmsg,"LogMessage是一种数据库增量数据的输出格式,oceanbase的增量采集模块liboblog正是使用的这种消息格式来输出增量数据,LogMessage支持oceanbase中不同数据类型的增量数据的写入，具有序列化和反序列化的能力。",https://gitee.com/oceanbase/oblogmsg.git
Wheat/WheatCache,WheatCache，一个通用的分布式LRU缓存,https://gitee.com/wheat-os/wheat-cache.git
vk-uni/uView Vue3.0,最大的亮点：同时支持`Vue3.0`和`Vue2.0`，你没看错，现在`uview-ui`支持`Vue3.0`了（这应该是目前为数不多的`uniappVue3.0`组件库）（2021-11-18）,https://gitee.com/vk-uni/vk-uview-ui.git
open-visual/face-search,本项目是阿里云视觉智能开放平台的人脸搜索M：N的开源替代，项目中使用的模型均为开源模型，项目支持opensearch、milvus和proxima向量存储库，并具有较高的自定义能力。,https://gitee.com/open-visual/face-search.git
SonicCloudOrg/sonic-server,🎉BackendofSoniccloudrealmachinetestingplatform.Sonic云真机测试平台后端服务（集群版）。,https://gitee.com/sonic-cloud/sonic-server.git
dromara/easy-es,"Elasticsearch国内Top1elasticsearch搜索引擎框架esORM框架,索引全自动智能托管,如丝般顺滑,与Mybatis-plus一致的API,屏蔽语言差异,开发者只需要会MySQL语法即可完成对Es的相关操作,零额外学习成本.底层采用RestHighLevelClient,兼具低码,易用,易拓展等特性,支持es独有的高亮,权重,分词,Geo,嵌套,父子类型等功能...",https://gitee.com/dromara/easy-es.git
craft-codeless-designer/ craft-codeless-designer,一款基于React和Craft.js的低代码/零代码页面设计器和代码生成器。,https://gitee.com/craft-codeless-designer/craft-codeless-designer.git
徐小夕/H5_Dooring,(H5编辑器)H5-Dooring是一款功能强大，专业可靠的H5可视化页面配置解决方案，致力于提供一套简单方便、专业可靠、无限可能的H5落地页最佳实践。技术栈以react为主，后台采用nodejs开发.,https://gitee.com/lowcode-china/h5_-dooring.git
BeyondStorage/go-storage,Avendor-neutralstoragelibraryforGolang.,https://gitee.com/beyondstorage/go-storage.git
弄个锤子/vue3-tree-org,基于vue3.x+typeScript实现的组织架构图,https://gitee.com/sangtian152/vue3-tree-org.git
Kevincoooool/ESP_MASTER,"powerfulcomputingcapabilitiesofESP32,withfunctionssuchasspeechrecognition,imagerecognition,GUIlearning,andFFTmusicspectrum.",https://gitee.com/Kevincoooool/ESP_MASTER.git
易阳/am-editor,一个富文本实时协同编辑器框架，可以使用React和Vue自定义插件。,https://gitee.com/aomao/am-editor.git
fishfive/BGWiFiConfig,"一个为esp8266和esp32设计的简单易用Arduino配网库，可通过api配置WiFi网络，支持GET和POST请求配置，可通过微信小程序配网(小程序名：配网库),可通过默认网页配置WiFi网络，可自定义配网页面，可通过OTA网页升级程序固件。",https://gitee.com/fish_five/BGWiFiConfig.git
梦程MI/LuatOS-ESP32,"LuatOSForESP32,社区开源版项目",https://gitee.com/dreamcmi/LuatOS-ESP32.git
antv/F6,F6是一款可以快速、流畅运行于移动设备中的图可视化引擎，通过丰富的布局、组件及分析能力，帮助用户落地跨平台的图可视化应用解决方案。,https://gitee.com/antv/F6.git
theajack/cnchar,功能全面的汉字工具库(拼音笔画偏旁成语语音可视化等)(Chinesecharacterutil),https://gitee.com/theajack/cnchar.git
网安科技前端组/vue-datepicker,Vue2的日期/时间选择组件,https://gitee.com/wangankeji-fe/vue-datepicker.git
Calvin/AIAS,AIAS(AIAccelerationSuite)-人工智能加速器套件。提供:包括SDK，平台引擎，场景套件在内，合计超过100个项目组成的项目集。,https://gitee.com/mymagicpower/AIAS.git
Season/AutoMeter-API接口自动化测试平台,AutoMeter-API是一款专门为测试人员准备的针对分布式服务，微服务API，接口，功能和性能一体的自动化测试平台，一站式解决项目管理，微服务，API接口，环境管理，测试用例，前置条件，变量管理，测试集合，测试计划，测试报告，支持分布式多机执行功能/性能测试兼容的一体化测试工作平台,https://gitee.com/season-fan/autometer-api.git
丁丁/MiriaManager,Miria中控，Miria-core核心，统一登录管理QQ机器人。可用于开发qq机器人。开发机器人操作api，通过反向http向使用该程序的程序传送数据,https://gitee.com/dinglz/miria-manager.git
dromara/dynamic-tp,"🔥🔥🔥轻量级动态线程池，内置监控告警功能，基于主流配置中心（已支持Nacos、Apollo、ZK，可通过SPI自定义实现）。Lightweightdynamicthreadpool,withmonitoringandalarmingfunctions,baseonpopularconfigcenters,canbecustomizedthroughSPI.",https://gitee.com/dromara/dynamic-tp.git
SkyWalking/skywalking-nodejs,TheNodeJSAgentforApacheSkyWalking,https://gitee.com/OpenSkywalking/skywalking-nodejs.git
丶远方/v-form-antd,基于ant-design-vue的可视化表单生成器,https://gitee.com/alfred-skyblue/v-form-antd.git
hunter206206/GeoMeas,Focusontheindeepdevelopmentofgeometricmeasurementalgorithm.,https://gitee.com/huangzhexiaohao/geo-meas.git
LXMT/Vitis-AI,"Xilinx®Vitis™AIisadevelopmentstackforAIinferenceonXilinxhardwareplatforms,includingbothedgedevicesandAlveocards.",https://gitee.com/LXMTGIT/Vitis-AI.git
x64dbg/x64dbg,Anopen-sourcex64/x32debuggerforwindows.OfficialmirrorforChina.,https://gitee.com/x64dbg/x64dbg.git
guofei9987/blind_watermark,图片盲水印，提取水印无须原图！开源隐水印,https://gitee.com/guofei9987/blind_watermark.git
dromara/tianai-captcha,可能是java界最好的开源行为验证码[滑块验证码、点选验证码、行为验证码、旋转验证码，滑动验证码],https://gitee.com/dromara/tianai-captcha.git
Himit_ZH/HOJ,"⚡🔥HcodeOnlineJudge(HOJ)🔥⚡：基于SpringCloud与Vue前后端分离，分布式架构的在线测评平台OJ(AnopensourceonlinejudgesystembaseonSpringBoot,SpringcloudAlibabaandVue.js!)",https://gitee.com/himitzh0730/hoj.git
CV_Lab/OpenCV-Webcam,🚀基于OpenCV的Webcam脚本程序，适用于计算机视觉数据采集，实时视频帧收集等。具有安装便捷、操作简单、跨平台等特点。,https://gitee.com/CV_Lab/opencv_webcam.git
Lengff/esp8266-lattice-clock-open,Esp8266多功能点阵时钟,https://gitee.com/lengff/esp8266-lattice-clock-open.git
openEuler/secpaver,Securitypolicydevelopmenttool,https://gitee.com/openeuler/secpaver.git
Huoyo/metricflow,MetricFlow是一个前端画图的javascript库，可用于构建流程图、网络图、知识图谱展示等,https://gitee.com/huoyo/metricflow.git
OpenKG/DeepKE,DeepKE是由浙江大学团队维护开源知识图谱抽取工具集。,https://gitee.com/openkg/deepke.git
tenmg/Clink,Flink流批一体数据处理快速集成开发框架。不仅能够快速构建基于Java的Flink流批一体应用程序，实现异构数据库实时同步和ETL，还可以让FlinkSQL变得极其简单，玩转Flink。,https://gitee.com/tenmg/Clink.git
明月心/PaddleOCRSharp,PaddleOCRSarp是一个基于百度飞桨PaddleOCR的C++代码修改并封装的.NET的OCR工具本地类库，可离线使用。包含文本识别、文本检测、表格识别功能。本项目针对小图识别不准的情况下做了优化，比飞桨原代码识别准确率有所提高。包含总模型仅8.6M的超轻量级中文OCR，单模型支持中英文数字组合识别、竖排文本识别、长文本识别。同时支持多种文本检测。,https://gitee.com/raoyutian/PaddleOCRSharp.git
weiit/weiit-saas,weiit-saas是一款Java开源项目，属于weiit团队自研产品，意在通过技术封装，让企业无需代码开发，帮助企业一键生成小程序、公众号，让企业拥有独立品牌的自营商城。,https://gitee.com/wei-it/weiit-saas.git
CastleCloud/docpreview,文件格式转换将多格式转换为pdf格式，转换为图片格式在进行预览展示。支持word转pdf、word转图片等。,https://gitee.com/hcwdc/docpreview.git
合宙Luat/LuatIDE,可以进行单步调试，智能编辑，多方式下载等的luatOS集成开发环境,https://gitee.com/openLuat/luatide.git
Apache SeaTunnel/SeaTunnel,🔥🔥🔥ApacheSeaTunnel致力于成为世界一流的超高性能数据集成工具，同时支持海量数据的离线和实时同步，每天可以稳定高效同步万亿级数据，已在字节跳动、滴滴、腾讯云、B站、360、Shopee、印度电信、英国最大零售商Tesco等数百家海内外公司生产上使用下载最新版请去官网：https://seatunnel.apache.org，加微信：easyworkflow进官方群,https://gitee.com/seatunnel/SeaTunnel.git
MqttsNet/thinglinks,开源ThingLinks物联网一体化平台，高性能、高吞吐量、高扩展性的物联网平台！单机可以支持百万链接，同时支持自定义扩展功能，功能非常强大，采用netty作为通信层组件，支持插件化开发集成！,https://gitee.com/mqttsnet/thinglinks.git
Avem/Avem,轻量级无人机飞控-[Drone]-[STM32]-[PID]-[BLDC],https://gitee.com/Avem/Avem.git
vesoft-inc/nebula,Nebula是一个分布式、可扩展的图数据库,https://gitee.com/vesoft-inc/nebula.git
环信IM即时通讯/EasemobVoice,基于环信IM+声网RTC实现的多人语音聊天室场景。支持创建房间，上下麦，送礼物，声音美声，空间音效，表情图片文字聊天等，满足泛娱乐社交、语音相亲、情感陪护房、语音电台等在线FM、KTV语聊房、连麦开黑等纯音频社交互动解决方案。,https://gitee.com/huanxin-easemob/easemob-voice.git
venus-suite/rocketmq-with-delivery-time,"rocketmq支持任意时间的延时（可以精确到秒级）基于时间轮和高效mmap文件实现",https://gitee.com/venus-suite/rocketmq-with-delivery-time.git
guofei9987/text_blind_watermark,文本盲水印：把信息隐匿到文本中。putblindwatermarkintoatext(invisiblewatermarkfortext).,https://gitee.com/guofei9987/text_blind_watermark.git
w2016561536/android_virtual_cam,xposed安卓虚拟摄像头androidvirtualcameraonxposedhook,https://gitee.com/w2016561536/android_virtual_cam.git
向东_logeast/figma-dark-theme,"FigmaDarkTheme-ExtensionforChrome,Firefox,andMicrosoftEdge.",https://gitee.com/logeast/figma-dark-theme.git
palading/clivia,clivia是一款基于springwebflux的可扩展、高性能、高弹性、响应式的ApiGateway,https://gitee.com/palading_cr/clivia.git
Hans/infers,MachinelearningandMatrixoperationlibrarybyTypeScript.,https://gitee.com/hans_s/infers.git
metartc/metaRTC,metaRTC为纯C版本的webrtc可与谷歌webrtc类库互通，支持Webrtc/SRT/RTMP,https://gitee.com/metartc/metaRTC.git
阿库玛/dbvisitor,dbVisitor是一个数据库ORM工具，提供对象映射、丰富的类型处理、动态SQL、存储过程、内置分页方言20+、支持嵌套事务、多数据源、条件构造器、INSERT策略、多语句/多结果。兼容Spring及MyBatis用法。它不依赖任何其它框架，因此可以很方便的和任意一个框架整合在一起使用。,https://gitee.com/zycgit/dbvisitor.git
DENGCHOW/yuheng-riscv-soc,玉衡是一款从零开始写的RISC-V内核的处理器，基于Verilog硬件设计语言实现，五级流水线设计，支持RV32IM指令集，支持中断，支持RT-ThreadNano3.1.5,https://gitee.com/dengchow/yuheng-riscv-soc.git
京东零售/drip-table,是京东零售推出的一款用于企业级中后台的动态列表解决方案，项目基于React和JSONSchema，旨在通过简单配置快速生成页面动态列表来降低CMS页面列表开发难度、提高工作效率,https://gitee.com/jd-platform-opensource/drip-table.git
PaddlePaddle/PaddleSpeech,"Easy-to-useSpeechToolkitincludingSOTAASRpipeline,influentialTTSwithtextfrontendandEnd-to-EndSpeechSimultaneousTranslation.",https://gitee.com/paddlepaddle/PaddleSpeech.git
swmore/bio-esmd,Exa-scalemoleculardynamicsforbiologicalsystemssimulation.,https://gitee.com/swmore/bio-esmd.git
STT/USVController,无人艇控制程序，也可控无人小车（python语言）。,https://gitee.com/sttdo/usvcontrol.git
Old Apple/jarboot,Jarboot是一个强大的Java进程管理、诊断的平台，可以在线管理、监控及诊断本地和远程的Java进程。,https://gitee.com/majz0908/jarboot.git
Quingo/PyQCISim,基于Python的QCIS指令程序模拟器。,https://gitee.com/quingo/pyqcisim.git
Quingo/Quingo-runtime,Quingo编程框架的运行时系统，可提供使用Quingo进行量子-经典异构编程的能力。该编程框架组织、管理系统可用的量子-经典计算资源。量子计算物理系统或量子模拟器可通过继承相关类接入此框架中。,https://gitee.com/quingo/quingo-runtime.git
浪潮开源/openskyline,对标OpenStack社区Horizon项目，在易用便捷、高可靠、页面响应性能等方面进行了深度优化，提供了简单、易用、高效的OpenStack控制台界面。提供对原生OpenStack计算、存储、网络等云资源的管理，兼容OpenStack原生API。,https://gitee.com/inspur/openskyline.git
wtklbm/rust-library-chinese,Rust核心库和标准库中文翻译，可作为IDE工具的智能提示，并生成本地API文档,https://gitee.com/wtklbm/rust-library-chinese.git
Lee Lup Yuen 李立源/lora-sx1262,LoRaDriverforSemtechSX1262onLinux(PineDioUSBAdapter)andBL602(PineDioStackBL604),https://gitee.com/lupyuen/lora-sx1262.git
SeekFree/逐飞科技基于英飞凌TC264的智能车BLDC开源项目,受组委会及英飞凌委托，逐飞科技针对第十七届智能汽车竞赛平衡单车组的BLDC应用需求，精心设计了符合赛事需求的TC264BLDC驱动开源方案供大家参考，该方案使用TC264，使用CCU6单元输出电机所需的PWM信号。电机为内转子、2860Kv、电压为12V。开源项目具有的功能，目前支持电机正反转、内部速度闭环、支持刹车、支持堵转保护。,https://gitee.com/seekfree/TC264_BLDC_Project.git
xiaowuzxc/大黄鸭处理器,从零写一个16位处理器，采用自主设计的大黄鸭指令集，单周期3级流水线，8位指令双发射。配套大黄鸭汇编器，简化程序开发。目前主体设计已完成，大家的支持是我前进的动力。,https://gitee.com/xiaowuzxc/Yduck-processor.git
peng-zhihui/Dummy-Robot,我的超迷你机械臂机器人项目,https://gitee.com/peng_zhihui/Dummy-Robot.git
jeremyceng/JxOS,面向MCU的小型前后台系统。此项目的设计思想是：功能模块与硬件高度解耦，提高代码模块的可复用性；不使用复杂的数据结构和语法以提高不同硬件平台和编译器之间的兼容性，实现工程在不同MCU之间的快速移植；提供实用稳定常用的功能模块，实现项目的快速开发；定义标准应用开发框架，减轻应用开发的工作量和难度。,https://gitee.com/jeremyceng/JxOS.git
dgiot开源社区/dgiot_dtu,dgiot_dtu是dgiot另一款Windows桌面级产品，可以桥接企业内网的串口、OPC/PLC、BacNet、软件界面、MDB、SqlSever、视频等传统数据源到DG-IoT,https://gitee.com/dgiiot/dgiot_dtu.git
running-elephant/datart,新一代数据可视化开放平台，支持报表、仪表板、大屏、分析和可视化数据应用的敏捷构建。原davinci主创团队出品。,https://gitee.com/running-elephant/datart.git
Mudlet/Mudlet,"⚔️Across-platform,opensource,andsuperfastMUDclientwithscriptinginLua。请注意：此项目为官方国内镜像，不接受PR，仅可Issue，如需PR请在以下地址提交：https://github.com/Mudlet/Mudlet",https://gitee.com/mudlet/Mudlet.git
开源中国/git-repo-clean,对Git仓库大文件进行扫描、清理，并重写提交历史的Git拓展工具。,https://gitee.com/oschina/git-repo-clean.git
云智慧/OMP,OMP（OperationManagementPlatform）是云智慧公司自主设计、研发的轻量级、聚合型、智能运维管理平台。是一款为用户提供便捷运维能力和业务管理的综合平台。具备运维一应俱全的功能，目的是提升运维自动化、智能化，提高运维效率，提升业务连续性和安全性。,https://gitee.com/CloudWise/OMP.git
xboot/libcg,ThetinyClibraryof2Dcomputergraphics.,https://gitee.com/xboot/libcg.git
iBizModeling/ibiz-modeling-studio,iBizModelingVSCode协同插件,https://gitee.com/iBizModeling/ibiz-modeling-studio.git
